Repository Link,Language,File name,Function name,code_section,Approximate Number of Lines,Long Method
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,SCORM_XMLObjects/V1_2/imsmd_rootv1p2p1/installationremarksType.cs,installationremarksType,public SetCollectionParents(); ,1,No
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Areas/Identity/Pages/Account/Login.cshtml.cs,OnPostAsync,"public
            returnUrl = returnUrl ?? Url.Content(""~/"");

            if (ModelState.IsValid)
            {
                // This doesn't count login failures towards account lockout
                // To enable password failures to trigger account lockout, set lockoutOnFailure: true
                var result = await _signInManager.PasswordSignInAsync(Input.Email, Input.Password, Input.RememberMe, lockoutOnFailure: true);
                if (result.Succeeded)
                {
                    _logger.LogInformation(""User logged in."");
                    CookieOptions co = new CookieOptions();
                    co.Expires = new DateTime(2048, 5, 21);
                    co.HttpOnly = false;
                    co.Path = ""/"";
                    co.SameSite = SameSiteMode.Lax;
                    co.Secure = false;
                    var userId = this.User.FindFirstValue(ClaimTypes.NameIdentifier);
                    var email = User.FindFirstValue(ClaimTypes.Email);
                    Models.SignedInUser.User_id = userId;
                    Models.SignedInUser.Email = User.FindFirstValue(ClaimTypes.Email);
                    Models.SignedInUser.isSignedIn = true;
                    Dictionary<string, string> di = new Dictionary<string, string>();
                    di.Add(""userid"", userId);

                    di.Add(""email"", email);
                    string sCookieValue = Helpers.CookieHelper.ToLegacyCookieString(di);
                    Response.Cookies.Append(""SCORMLMS"", sCookieValue, co);
                    return LocalRedirect(returnUrl);
                ",27,Yes
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Areas/Identity/Pages/Account/Login.cshtml.cs,LoginModel,"public
            _signInManager = signInManager;
            _logger = logger;
        ",3,No
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Migrations/20181018134233_Initial.cs,Down,"protected
            migrationBuilder.DropTable(
                name: ""AspNetRoleClaims"");

            migrationBuilder.DropTable(
                name: ""AspNetUserClaims"");

            migrationBuilder.DropTable(
                name: ""AspNetUserLogins"");

            migrationBuilder.DropTable(
                name: ""AspNetUserRoles"");

            migrationBuilder.DropTable(
                name: ""AspNetUserTokens"");

            migrationBuilder.DropTable(
                name: ""cmi_comment_from_learner"");

            migrationBuilder.DropTable(
                name: ""cmi_comment_from_lms"");

            migrationBuilder.DropTable(
                name: ""cmi_data"");

            migrationBuilder.DropTable(
                name: ""cmi_interactions_correct_responses"");

            migrationBuilder.DropTable(
                name: ""cmi_interactions_objectives"");

            migrationBuilder.DropTable(
                name: ""cmi_objectives"");

            migrationBuilder.DropTable(
                name: ""cmi_student_preferences"");

            migrationBuilder.DropTable(
                name: ""SCORM_Course"");

            migrationBuilder.DropTable(
                name: ""session"");

            migrationBuilder.DropTable(
                name: ""AspNetRoles"");

            migrationBuilder.DropTable(
                name: ""AspNetUsers"");

            migrationBuilder.DropTable(
                name: ""cmi_interactions"");

            migrationBuilder.DropTable(
                name: ""cmi_core"");
        ",37,Yes
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Migrations/20181018134233_Initial.cs,Up,"protected
            migrationBuilder.CreateTable(
                name: ""AspNetRoles"",
                columns: table => new
                {
                    Id = table.Column<string>(nullable: false),
                    Name = table.Column<string>(maxLength: 256, nullable: true),
                    NormalizedName = table.Column<string>(maxLength: 256, nullable: true),
                    ConcurrencyStamp = table.Column<string>(nullable: true)
                ",9,No
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Pages/UploadFile.cshtml.cs,InsertPackagesTable,"private
            // TODO replace this method with one that writes to SCO_Courses table

            //string module_title = """";
            //string datecreated = """";
            //int module_id = 0;
            //// get and parse LaunchParameters
            //string sPathToLaunchParameters = Helpers.FileSystemHelper.FindLaunchParametersFile(sPathToPackageFolder);
            //if (System.IO.File.Exists(sPathToLaunchParameters))
            //{
            //    // Read launch Parameters

            //    string s = System.IO.File.ReadAllText(sPathToLaunchParameters);
            //    foreach (string s1 in Helpers.ReadLineExtension.ReadLines(s))
            //    {
            //        if (s1.Contains(""=""))
            //        {
            //            string s2 = s1.Replace(@"""""""", """").Replace("";"", """").Replace("" "", """").Replace(""SCOClient."", """");
            //            // we now have a name/value pair
            //            string[] s3 = s2.Split(""="");
            //            if (s3.Length == 2)
            //            {
            //                string sKey = s3[0];
            //                string sValue = s3[1].Replace(""'"", """");
            //                switch (sKey)
            //                {
            //                    case ""Module_ID"":
            //                        int _module_id = 0;
            //                        if (int.TryParse(sValue, out _module_id))
            //                        {
            //                            module_id = _module_id;
            //                        ",30,Yes
https://github.com/dhodges47/SCORM-LearningManagementSystem.git,c-sharp,OpenSourceSCORMLMS/Pages/UploadFile.cshtml.cs,OnPostAsync,"public
            string UserID = _userManager.GetUserId(HttpContext.User);
            bool isSavedSuccessfully = true;
            _logger.LogInformation(""Saving package..."");
            var siteRoot = _environment.ContentRootPath;
            var uploadFolder = Path.Combine(siteRoot, Helpers.ConfigurationHelper.UploadFolder);
            var courseFolder = Path.Combine(siteRoot, Helpers.ConfigurationHelper.CourseFolder);
            if (!Directory.Exists(courseFolder))
            {
                Directory.CreateDirectory(courseFolder);
            ",10,No
https://github.com/adilmohak/django-lms.git,python,scripts/generate_fake_data.py,generate_fake_course_data,"def generate_fake_course_data(num_programs: int, num_courses: int, num_course_allocations: int, num_uploads: int, num_upload_videos: int, num_course_offers: int) -> None:
    """"""Generate fake data using various factories.

    Args:
        num_programs (int): Number of fake programs to create.
        num_courses (int): Number of fake courses to create.
        num_course_allocations (int): Number of fake course allocations to create.
        num_uploads (int): Number of fake uploads to create.
        num_upload_videos (int): Number of fake upload videos to create.
        num_course_offers (int): Number of fake course offers to create.
    """"""
    # Generate fake programs
    programs = ProgramFactory.create_batch(num_programs)
    print(f""Created {len(programs)} programs."")

    # Generate fake courses
    courses = CourseFactory.create_batch(num_courses)
    print(f""Created {len(courses)} courses."")

    # Generate fake course allocations
    course_allocations = CourseAllocationFactory.create_batch(num_course_allocations)
    print(f""Created {len(course_allocations)} course allocations."")

    # Generate fake uploads
    uploads = UploadFactory.create_batch(num_uploads)
    print(f""Created {len(uploads)} uploads."")

    # Generate fake upload videos
    upload_videos = UploadVideoFactory.create_batch(num_upload_videos)
    print(f""Created {len(upload_videos)} upload videos."")

    # Generate fake course offers
    course_offers = CourseOfferFactory.create_batch(num_course_offers)
    print(f""Created {len(course_offers)} course offers."")",28,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/decorators.py,admin_required,"def admin_required(
    function=None,
    redirect_to=""/"",
):
    """"""
    Decorator for views that checks that the logged-in user is a superuser,
    redirects to the specified URL if necessary.
    """"""

    # Define the test function: checks if the user is active and a superuser
    def test_func(user):
        return user.is_active and user.is_superuser

    # Define the wrapper function to handle the response
    def wrapper(request, *args, **kwargs):
        if test_func(request.user):
            # Call the original function if the user passes the test
            return function(request, *args, **kwargs) if function else None
        else:
            # Redirect to the specified URL if the user fails the test
            return redirect(redirect_to)

    return wrapper if function else test_func",20,No
https://github.com/adilmohak/django-lms.git,python,accounts/decorators.py,test_func,"def test_func(user):
        return user.is_active and user.is_student or user.is_superuser",2,No
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,student_add_view,"def student_add_view(request):
    if request.method == ""POST"":
        form = StudentAddForm(request.POST)
        first_name = request.POST.get(""first_name"")
        last_name = request.POST.get(""last_name"")
        email = request.POST.get(""email"")
        if form.is_valid():
            form.save()
            messages.success(
                request,
                ""Account for ""
                + first_name
                + "" ""
                + last_name
                + "" has been created. An email with account credentials will be sent to ""
                + email
                + "" within a minute."",
            )
            return redirect(""student_list"")
        else:
            messages.error(request, ""Correct the error(s) below."")
    else:
        form = StudentAddForm()

    return render(
        request,
        ""accounts/add_student.html"",
        {""title"": ""Add Student"", ""form"": form},
    )",28,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,delete_student,"def delete_student(request, pk):
    student = get_object_or_404(Student, pk=pk)
    # full_name = student.user.get_full_name
    student.delete()
    messages.success(request, ""Student has been deleted."")
    return redirect(""student_list"")",6,No
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,profile,"def profile(request):
    """"""Show profile of any user that fire out the request""""""
    current_session = Session.objects.filter(is_current_session=True).first()
    current_semester = Semester.objects.filter(
        is_current_semester=True, session=current_session
    ).first()

    if request.user.is_lecturer:
        courses = Course.objects.filter(
            allocated_course__lecturer__pk=request.user.id
        ).filter(semester=current_semester)
        return render(
            request,
            ""accounts/profile.html"",
            {
                ""title"": request.user.get_full_name,
                ""courses"": courses,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            },
        )
    elif request.user.is_student:
        level = Student.objects.get(student__pk=request.user.id)
        try:
            parent = Parent.objects.get(student=level)
        except:
            parent = ""no parent set""
        courses = TakenCourse.objects.filter(
            student__student__id=request.user.id, course__level=level.level
        )
        context = {
            ""title"": request.user.get_full_name,
            ""parent"": parent,
            ""courses"": courses,
            ""level"": level,
            ""current_session"": current_session,
            ""current_semester"": current_semester,
        }
        return render(request, ""accounts/profile.html"", context)
    else:
        staff = User.objects.filter(is_lecturer=True)
        return render(
            request,
            ""accounts/profile.html"",
            {
                ""title"": request.user.get_full_name,
                ""staff"": staff,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            },
        )",50,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,render_lecturer_pdf_list,"def render_lecturer_pdf_list(request):
    lecturers = User.objects.filter(is_lecturer=True)
    template_path = ""pdf/lecturer_list.html""
    context = {""lecturers"": lecturers}
    response = HttpResponse(
        content_type=""application/pdf""
    )  # convert the response to pdf
    response[""Content-Disposition""] = 'filename=""lecturers_list.pdf""'
    # find the template and render it.
    template = get_template(template_path)
    html = template.render(context)
    # create a pdf
    pisa_status = pisa.CreatePDF(html, dest=response)
    # if error then show some funny view
    if pisa_status.err:
        return HttpResponse(""We had some errors <pre>"" + html + ""</pre>"")
    return response",17,No
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,profile_single,"def profile_single(request, id):
    """"""Show profile of any selected user""""""
    if request.user.id == id:
        return redirect(""/profile/"")

    current_session = Session.objects.filter(is_current_session=True).first()
    current_semester = Semester.objects.filter(
        is_current_semester=True, session=current_session
    ).first()

    user = User.objects.get(pk=id)
    """"""
    If download_pdf exists, instead of calling render_to_pdf directly, 
    pass the context dictionary built for the specific user type 
    (lecturer, student, or superuser) to the render_to_pdf function.
    """"""
    if request.GET.get(""download_pdf""):
        if user.is_lecturer:
            courses = Course.objects.filter(allocated_course__lecturer__pk=id).filter(
                semester=current_semester
            )
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""Lecturer"",
                ""courses"": courses,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
        elif user.is_student:
            student = Student.objects.get(student__pk=id)
            courses = TakenCourse.objects.filter(
                student__student__id=id, course__level=student.level
            )
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""student"",
                ""courses"": courses,
                ""student"": student,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
        else:
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""superuser"",
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
        return render_to_pdf(""pdf/profile_single.html"", context)

    else:
        if user.is_lecturer:
            courses = Course.objects.filter(allocated_course__lecturer__pk=id).filter(
                semester=current_semester
            )
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""Lecturer"",
                ""courses"": courses,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
            return render(request, ""accounts/profile_single.html"", context)
        elif user.is_student:
            student = Student.objects.get(student__pk=id)
            courses = TakenCourse.objects.filter(
                student__student__id=id, course__level=student.level
            )
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""student"",
                ""courses"": courses,
                ""student"": student,
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
            return render(request, ""accounts/profile_single.html"", context)
        else:
            context = {
                ""title"": user.get_full_name,
                ""user"": user,
                ""user_type"": ""superuser"",
                ""current_session"": current_session,
                ""current_semester"": current_semester,
            }
            return render(request, ""accounts/profile_single.html"", context)",88,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,render_student_pdf_list,"def render_student_pdf_list(request):
    students = Student.objects.all()
    template_path = ""pdf/student_list.html""
    context = {""students"": students}
    response = HttpResponse(
        content_type=""application/pdf""
    )  # convert the response to pdf
    response[""Content-Disposition""] = 'filename=""students_list.pdf""'
    # find the template and render it.
    template = get_template(template_path)
    html = template.render(context)
    # create a pdf
    pisa_status = pisa.CreatePDF(html, dest=response)
    # if error then show some funny view
    if pisa_status.err:
        return HttpResponse(""We had some errors <pre>"" + html + ""</pre>"")
    return response",17,No
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,staff_add_view,"def staff_add_view(request):
    if request.method == ""POST"":
        form = StaffAddForm(request.POST)
        first_name = request.POST.get(""first_name"")
        last_name = request.POST.get(""last_name"")
        email = request.POST.get(""email"")

        if form.is_valid():

            form.save()
            messages.success(
                request,
                ""Account for lecturer ""
                + first_name
                + "" ""
                + last_name
                + "" has been created. An email with account credentials will be sent to ""
                + email
                + "" within a minute."",
            )
            return redirect(""lecturer_list"")
    else:
        form = StaffAddForm()

    context = {
        ""title"": ""Lecturer Add"",
        ""form"": form,
    }

    return render(request, ""accounts/add_staff.html"", context)",26,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/views.py,admin_panel,"def admin_panel(request):
    return render(
        request, ""setting/admin_panel.html"", {""title"": request.user.get_full_name}
    )",4,No
https://github.com/adilmohak/django-lms.git,python,payments/views.py,gopay_charge,"def gopay_charge(request):
    if request.method == ""POST"":
        user = request.user

        payments = gopay.payments(
            {
                ""goid"": ""[PAYMENT_ID]"",
                ""clientId"": ""[GOPAY_CLIENT_ID]"",
                ""clientSecret"": ""[GOPAY_CLIENT_SECRET]"",
                ""isProductionMode"": False,
                ""scope"": gopay.TokenScope.ALL,
                ""language"": gopay.Language.ENGLISH,
                ""timeout"": 30,
            }
        )

        # recurrent payment must have field ''
        recurrentPayment = {
            ""recurrence"": {
                ""recurrence_cycle"": Recurrence.DAILY,
                ""recurrence_period"": ""7"",
                ""recurrence_date_to"": ""2015-12-31"",
            }
        }

        # pre-authorized payment must have field 'preauthorization'
        preauthorizedPayment = {""preauthorization"": True}

        response = payments.create_payment(
            {
                ""payer"": {
                    ""default_payment_instrument"": PaymentInstrument.BANK_ACCOUNT,
                    ""allowed_payment_instruments"": [PaymentInstrument.BANK_ACCOUNT],
                    ""default_swift"": BankSwiftCode.FIO_BANKA,
                    ""allowed_swifts"": [BankSwiftCode.FIO_BANKA, BankSwiftCode.MBANK],
                    ""contact"": {
                        ""first_name"": user.first_name,
                        ""last_name"": user.last_name,
                        ""email"": user.email,
                        ""phone_number"": user.phone,
                        ""city"": ""example city"",
                        ""street"": ""Plana 67"",
                        ""postal_code"": ""373 01"",
                        ""country_code"": ""CZE"",
                    },
                },
                ""amount"": 150,
                ""currency"": Currency.CZECH_CROWNS,
                ""order_number"": ""001"",
                ""order_description"": ""pojisteni01"",
                ""items"": [
                    {""name"": ""item01"", ""amount"": 50},
                    {""name"": ""item02"", ""amount"": 100},
                ],
                ""additional_params"": [{""name"": ""invoicenumber"", ""value"": ""2015001003""}],
                ""callback"": {
                    ""return_url"": ""http://www.your-url.tld/return"",
                    ""notification_url"": ""http://www.your-url.tld/notify"",
                },
                ""lang"": Language.CZECH,  # if lang is not specified, then default lang is used
            }
        )

        if response.has_succeed():
            print(""\nPayment Succeed\n"")
            print(""hooray, API returned "" + str(response))
        else:
            print(""\nPayment Fail\n"")
            print(
                ""oops, API returned "" + str(response.status_code) + "": "" + str(response)
            )
        return JsonResponse({""message"": str(response)})

    return JsonResponse({""message"": ""GET requested""})",68,Yes
https://github.com/adilmohak/django-lms.git,python,accounts/apps.py,ready,"def ready(self) -> None:
        from django.db.models.signals import post_save
        from .models import User
        from .signals import post_save_account_receiver

        post_save.connect(post_save_account_receiver, sender=User)

        return super().ready()",6,No
https://github.com/adilmohak/django-lms.git,python,course/models.py,is_current_semester,"def is_current_semester(self):
        from core.models import Semester

        current_semester = Semester.objects.get(is_current_semester=True)

        if self.semester == current_semester.semester:
            return True
        else:
            return False",7,No
https://github.com/adilmohak/django-lms.git,python,result/models.py,get_point,"def get_point(self, grade):
        p = 0
        # point = 0
        # for i in student:
        credit = self.course.credit
        if self.grade == A_PLUS:
            point = 4
        elif self.grade == A:
            point = 4
        elif self.grade == A_MINUS:
            point = 3.75
        elif self.grade == B_PLUS:
            point = 3.5
        elif self.grade == B:
            point = 3
        elif self.grade == B_MINUS:
            point = 2.75
        elif self.grade == C_PLUS:
            point = 2.5
        elif self.grade == C:
            point = 2
        elif self.grade == C_MINUS:
            point = 1.75
        elif self.grade == D:
            point = 1
        else:
            point = 0
        p += int(credit) * point
        return p",29,Yes
https://github.com/adilmohak/django-lms.git,python,result/models.py,calculate_cgpa,"def calculate_cgpa(self):
        current_semester = Semester.objects.get(is_current_semester=True)
        previousResult = Result.objects.filter(
            student__id=self.student.id, level__lt=self.student.level
        )
        previous_cgpa = 0
        for i in previousResult:
            if i.cgpa is not None:
                previous_cgpa += i.cgpa
        cgpa = 0
        if str(current_semester) == SECOND:
            first_sem_gpa = 0.0
            sec_sem_gpa = 0.0
            try:
                first_sem_result = Result.objects.get(
                    student=self.student.id, semester=FIRST, level=self.student.level
                )
                first_sem_gpa += first_sem_result.gpa
            except:
                first_sem_gpa = 0

            try:
                sec_sem_result = Result.objects.get(
                    student=self.student.id, semester=SECOND, level=self.student.level
                )
                sec_sem_gpa += sec_sem_result.gpa
            except:
                sec_sem_gpa = 0

            taken_courses = TakenCourse.objects.filter(
                student=self.student, student__level=self.student.level
            )
            taken_course_credits = 0
            taken_course_points = 0
            for i in taken_courses:
                taken_course_points += float(i.point)
            for i in taken_courses:
                taken_course_credits += int(i.course.credit)
            # cgpa = (first_sem_gpa + sec_sem_gpa) / 2

            print(""taken_course_points = "", taken_course_points)
            print(""taken_course_credits = "", taken_course_credits)
            print(""first_sem_gpa = "", first_sem_gpa)
            print(""sec_sem_gpa = "", sec_sem_gpa)
            print(""cgpa = "", round(taken_course_points / taken_course_credits, 2))

            try:
                cgpa = taken_course_points / taken_course_credits
                return round(cgpa, 2)
            except ZeroDivisionError:
                return 0",47,Yes
https://github.com/adilmohak/django-lms.git,python,result/models.py,get_total,"def get_total(self, assignment, mid_exam, quiz, attendance, final_exam):
        return (
            float(assignment)
            + float(mid_exam)
            + float(quiz)
            + float(attendance)
            + float(final_exam)
        )",8,No
https://github.com/adilmohak/django-lms.git,python,result/models.py,calculate_gpa,"def calculate_gpa(self, total_credit_in_semester):
        current_semester = Semester.objects.get(is_current_semester=True)
        student = TakenCourse.objects.filter(
            student=self.student,
            course__level=self.student.level,
            course__semester=current_semester,
        )
        p = 0
        point = 0
        for i in student:
            credit = i.course.credit
            if i.grade == A_PLUS:
                point = 4
            elif i.grade == A:
                point = 4
            elif i.grade == A_MINUS:
                point = 3.75
            elif i.grade == B_PLUS:
                point = 3.5
            elif i.grade == B:
                point = 3
            elif i.grade == B_MINUS:
                point = 2.75
            elif i.grade == C_PLUS:
                point = 2.5
            elif i.grade == C:
                point = 2
            elif i.grade == C_MINUS:
                point = 1.75
            elif i.grade == D:
                point = 1
            else:
                point = 0
            p += int(credit) * point
        try:
            gpa = p / total_credit_in_semester
            return round(gpa, 2)
        except ZeroDivisionError:
            return 0",39,Yes
https://github.com/adilmohak/django-lms.git,python,result/models.py,get_comment,"def get_comment(self, grade):
        if grade == F or grade == NG:
            comment = FAIL
        # elif grade == NG:
        #     comment = FAIL
        else:
            comment = PASS
        return comment",8,No
https://github.com/adilmohak/django-lms.git,python,result/models.py,get_absolute_url,"def get_absolute_url(self):
        return reverse(""course_detail"", kwargs={""slug"": self.course.slug})",2,No
https://github.com/adilmohak/django-lms.git,python,result/models.py,get_grade,"def get_grade(self, total):
        # total = float(assignment) + float(mid_exam) + float(quiz) + float(attendance) + float(final_exam)
        # total = self.get_total(assignment=assignment, mid_exam=mid_exam, quiz=quiz, attendance=attendance, final_exam=final_exam)
        # total = total
        if total >= 90:
            grade = A_PLUS
        elif total >= 85:
            grade = A
        elif total >= 80:
            grade = A_MINUS
        elif total >= 75:
            grade = B_PLUS
        elif total >= 70:
            grade = B
        elif total >= 65:
            grade = B_MINUS
        elif total >= 60:
            grade = C_PLUS
        elif total >= 55:
            grade = C
        elif total >= 50:
            grade = C_MINUS
        elif total >= 45:
            grade = D
        elif total < 45:
            grade = F
        else:
            grade = NG
        return grade",29,Yes
https://github.com/adilmohak/django-lms.git,python,result/models.py,__str__,"def __str__(self):
        return ""{0} ({1})"".format(self.course.title, self.course.code)",2,No
https://github.com/adilmohak/django-lms.git,python,course/views.py,course_add,"def course_add(request, pk):
    users = User.objects.all()
    if request.method == ""POST"":
        form = CourseAddForm(request.POST)
        course_name = request.POST.get(""title"")
        course_code = request.POST.get(""code"")
        if form.is_valid():
            form.save()
            messages.success(
                request, (course_name + ""("" + course_code + "")"" + "" has been created."")
            )
            return redirect(""program_detail"", pk=request.POST.get(""program""))
        else:
            messages.error(request, ""Correct the error(s) below."")
    else:
        form = CourseAddForm(initial={""program"": Program.objects.get(pk=pk)})

    return render(
        request,
        ""course/course_add.html"",
        {
            ""title"": ""Add Course"",
            ""form"": form,
            ""program"": pk,
            ""users"": users,
        },
    )",26,Yes
https://github.com/adilmohak/django-lms.git,python,course/views.py,deallocate_course,"def deallocate_course(request, pk):
    course = CourseAllocation.objects.get(pk=pk)
    course.delete()
    messages.success(request, ""successfully deallocate!"")
    return redirect(""course_allocation_view"")",5,No
https://github.com/adilmohak/django-lms.git,python,course/views.py,course_single,"def course_single(request, slug):
    course = Course.objects.get(slug=slug)
    files = Upload.objects.filter(course__slug=slug)
    videos = UploadVideo.objects.filter(course__slug=slug)

    # lecturers = User.objects.filter(allocated_lecturer__pk=course.id)
    lecturers = CourseAllocation.objects.filter(courses__pk=course.id)

    return render(
        request,
        ""course/course_single.html"",
        {
            ""title"": course.title,
            ""course"": course,
            ""files"": files,
            ""videos"": videos,
            ""lecturers"": lecturers,
            ""media_url"": settings.MEDIA_ROOT,
        },
    )",18,No
https://github.com/adilmohak/django-lms.git,python,course/views.py,course_edit,"def course_edit(request, slug):
    course = get_object_or_404(Course, slug=slug)
    if request.method == ""POST"":
        form = CourseAddForm(request.POST, instance=course)
        course_name = request.POST.get(""title"")
        course_code = request.POST.get(""code"")
        if form.is_valid():
            form.save()
            messages.success(
                request, (course_name + ""("" + course_code + "")"" + "" has been updated."")
            )
            return redirect(""program_detail"", pk=request.POST.get(""program""))
        else:
            messages.error(request, ""Correct the error(s) below."")
    else:
        form = CourseAddForm(instance=course)

    return render(
        request,
        ""course/course_add.html"",
        {
            ""title"": ""Edit Course"",
            # 'form': form, 'program': pk, 'course': pk
            ""form"": form,
        },
    )",25,Yes
https://github.com/adilmohak/django-lms.git,python,course/views.py,course_drop,"def course_drop(request):
    if request.method == ""POST"":
        student = Student.objects.get(student__pk=request.user.id)
        ids = ()
        data = request.POST.copy()
        data.pop(""csrfmiddlewaretoken"", None)  # remove csrf_token
        for key in data.keys():
            ids = ids + (str(key),)
        for s in range(0, len(ids)):
            course = Course.objects.get(pk=ids[s])
            obj = TakenCourse.objects.get(student=student, course=course)
            obj.delete()
        messages.success(request, ""Successfully Dropped!"")
        return redirect(""course_registration"")",14,No
https://github.com/adilmohak/django-lms.git,python,course/views.py,course_registration,"def course_registration(request):
    if request.method == ""POST"":
        student = Student.objects.get(student__pk=request.user.id)
        ids = ()
        data = request.POST.copy()
        data.pop(""csrfmiddlewaretoken"", None)  # remove csrf_token
        for key in data.keys():
            ids = ids + (str(key),)
        for s in range(0, len(ids)):
            course = Course.objects.get(pk=ids[s])
            obj = TakenCourse.objects.create(student=student, course=course)
            obj.save()
        messages.success(request, ""Courses registered successfully!"")
        return redirect(""course_registration"")
    else:
        current_semester = Semester.objects.filter(is_current_semester=True).first()
        if not current_semester:
            messages.error(request, ""No active semester found."")
            return render(request, ""course/course_registration.html"")

        # student = Student.objects.get(student__pk=request.user.id)
        student = get_object_or_404(Student, student__id=request.user.id)
        taken_courses = TakenCourse.objects.filter(student__student__id=request.user.id)
        t = ()
        for i in taken_courses:
            t += (i.course.pk,)

        courses = (
            Course.objects.filter(
                program__pk=student.program.id,
                level=student.level,
                semester=current_semester,
            )
            .exclude(id__in=t)
            .order_by(""year"")
        )
        all_courses = Course.objects.filter(
            level=student.level, program__pk=student.program.id
        )

        no_course_is_registered = False  # Check if no course is registered
        all_courses_are_registered = False

        registered_courses = Course.objects.filter(level=student.level).filter(id__in=t)
        if (
            registered_courses.count() == 0
        ):  # Check if number of registered courses is 0
            no_course_is_registered = True

        if registered_courses.count() == all_courses.count():
            all_courses_are_registered = True

        total_first_semester_credit = 0
        total_sec_semester_credit = 0
        total_registered_credit = 0
        for i in courses:
            if i.semester == ""First"":
                total_first_semester_credit += int(i.credit)
            if i.semester == ""Second"":
                total_sec_semester_credit += int(i.credit)
        for i in registered_courses:
            total_registered_credit += int(i.credit)
        context = {
            ""is_calender_on"": True,
            ""all_courses_are_registered"": all_courses_are_registered,
            ""no_course_is_registered"": no_course_is_registered,
            ""current_semester"": current_semester,
            ""courses"": courses,
            ""total_first_semester_credit"": total_first_semester_credit,
            ""total_sec_semester_credit"": total_sec_semester_credit,
            ""registered_courses"": registered_courses,
            ""total_registered_credit"": total_registered_credit,
            ""student"": student,
        }
        return render(request, ""course/course_registration.html"", context)",69,Yes
https://github.com/adilmohak/django-lms.git,python,course/views.py,user_course_list,"def user_course_list(request):
    if request.user.is_lecturer:
        courses = Course.objects.filter(allocated_course__lecturer__pk=request.user.id)

        return render(request, ""course/user_course_list.html"", {""courses"": courses})

    elif request.user.is_student:
        student = Student.objects.get(student__pk=request.user.id)
        taken_courses = TakenCourse.objects.filter(
            student__student__id=student.student.id
        )
        courses = Course.objects.filter(level=student.level).filter(
            program__pk=student.program.id
        )

        return render(
            request,
            ""course/user_course_list.html"",
            {""student"": student, ""taken_courses"": taken_courses, ""courses"": courses},
        )

    else:
        return render(request, ""course/user_course_list.html"")",19,No
