Repository Link,File name,Function name,code_section,Approximate Number of Lines,Long Method
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,forward_coreml,"def forward_coreml(self, clip_input, images, adjustment):
        """""" Forward pass implementation for safety_checker
        """"""

        def cosine_distance(image_embeds, text_embeds):
            return F.normalize(image_embeds) @ F.normalize(
                text_embeds).transpose(0, 1)

        pooled_output = self.vision_model(clip_input)[1]  # pooled_output
        image_embeds = self.visual_projection(pooled_output)

        special_cos_dist = cosine_distance(image_embeds,
                                           self.special_care_embeds)
        cos_dist = cosine_distance(image_embeds, self.concept_embeds)

        special_scores = special_cos_dist - self.special_care_embeds_weights + adjustment
        special_care = special_scores.gt(0).float().sum(dim=1).gt(0).float()
        special_adjustment = special_care * 0.01
        special_adjustment = special_adjustment.unsqueeze(1).expand(
            -1, cos_dist.shape[1])

        concept_scores = (cos_dist -
                          self.concept_embeds_weights) + special_adjustment
        has_nsfw_concepts = concept_scores.gt(0).float().sum(dim=1).gt(0)[:,
                                                                          None,
                                                                          None,
                                                                          None]

        has_nsfw_concepts_inds, _ = torch.broadcast_tensors(
            has_nsfw_concepts, images)
        images[has_nsfw_concepts_inds] = 0.0  # black image

        return images, has_nsfw_concepts.float(), concept_scores",26.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,forward_extended_return,"def forward_extended_return(self, clip_input, images, adjustment):

        def cosine_distance(image_embeds, text_embeds):
            normalized_image_embeds = F.normalize(image_embeds)
            normalized_text_embeds = F.normalize(text_embeds)
            return torch.mm(normalized_image_embeds,
                            normalized_text_embeds.t())

        pooled_output = self.vision_model(clip_input)[1]  # pooled_output
        image_embeds = self.visual_projection(pooled_output)

        special_cos_dist = cosine_distance(image_embeds,
                                           self.special_care_embeds)
        cos_dist = cosine_distance(image_embeds, self.concept_embeds)

        adjustment = 0.0

        special_scores = special_cos_dist - self.special_care_embeds_weights + adjustment
        special_care = torch.any(special_scores > 0, dim=1)
        special_adjustment = special_care * 0.01
        special_adjustment = special_adjustment.unsqueeze(1).expand(
            -1, cos_dist.shape[1])

        concept_scores = (cos_dist -
                          self.concept_embeds_weights) + special_adjustment
        has_nsfw_concepts = torch.any(concept_scores > 0, dim=1)

        images[has_nsfw_concepts] = 0.0

        return images, has_nsfw_concepts, concept_scores",22.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,__init__,"def __init__(self, with_hidden_states_for_layer=None):
            super().__init__()
            self.text_encoder = text_encoder
            self.with_hidden_states_for_layer = with_hidden_states_for_layer",4.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,forward,"def forward(self, input_ids):
            if self.with_hidden_states_for_layer is not None:
                output = self.text_encoder(input_ids, output_hidden_states=True)
                hidden_embeds = output.hidden_states[self.with_hidden_states_for_layer]
                if ""text_embeds"" in output:
                    return (hidden_embeds, output.text_embeds)
                else:
                    return (hidden_embeds, output.pooler_output)
            else:
                return self.text_encoder(input_ids, return_dict=False)",10.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,__init__,"def __init__(self):
            super().__init__()
            self.post_quant_conv = pipe.vae.post_quant_conv.to(dtype=torch.float32)
            self.decoder = pipe.vae.decoder.to(dtype=torch.float32)",4.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,forward,"def forward(self, z):
            return self.decoder(self.post_quant_conv(z))",2.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,__init__,"def __init__(self):
            super().__init__()
            self.quant_conv = pipe.vae.quant_conv.to(dtype=torch.float32)
            self.encoder = pipe.vae.encoder.to(dtype=torch.float32)",4.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,forward,"def forward(self, x):
            return self.quant_conv(self.encoder(x))",2.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,cosine_distance,"def cosine_distance(image_embeds, text_embeds):
            return F.normalize(image_embeds) @ F.normalize(
                text_embeds).transpose(0, 1)",3.0,No
https://github.com/apple/ml-stable-diffusion.git,python_coreml_stable_diffusion/torch2coreml.py,cosine_distance,"def cosine_distance(image_embeds, text_embeds):
            normalized_image_embeds = F.normalize(image_embeds)
            normalized_text_embeds = F.normalize(text_embeds)
            return torch.mm(normalized_image_embeds,
                            normalized_text_embeds.t())",5.0,No
https://github.com/stas00/ml-engineering.git,network/benchmarks/all_reduce_bench.py,run,"def run(local_rank):

    start_time = time.time()

    hostname = socket.gethostname()
    is_global_rank_0 = dist.get_rank() == 0
    ranks = dist.get_world_size()

    start_event = torch.cuda.Event(enable_timing=True)
    end_event = torch.cuda.Event(enable_timing=True)

    if args.payload_size_in_gib is None:
        lower_limit = 15
        upper_limit = 34

        #lower_limit = 32
        #upper_limit = 32
        # 2**15 to 2**34 => 32KB to 16GB
        sizes = [2**x for x in range(lower_limit, upper_limit+1)]
    else:
        sizes = [int(args.payload_size_in_gib * 2**30)]

    # this is useful for when one wants to interrupt the run - and still report the best outcome so far
    def sigkill_handler(signum, frame):
         finish()
         sys.exit(1)

    signal.signal(signal.SIGINT, sigkill_handler)

    def finish():
        dist.destroy_process_group()

        if not is_global_rank_0:
            return

        print(f""\nEnvironment:"")
        print(f""- software: torch={torch.__version__}, cuda={torch.version.cuda}, nccl={torch.cuda.nccl.version()}"")
        print(f""- hardware: {get_device_info()}\n"")

        if args.profile_stability:
            print(f""The {args.payload_size_in_gib}GiB payload bandwidth of all_reduce over {ranks} ranks ({args.num_warmup_iterations} warmups / {args.num_iterations} trials):\n"")
            print(f""|    busbw   |    algbw   |"")
            print(f""| ---------: | ---------: |"")
            for i in range(len(busbw_points)):
                print(f""| {conv_to_GBps(busbw_points[i]):6.2f}GBps | {conv_to_GBps(algbw_points[i]):6.2f}GBps |"")
            busbw_GBps = [conv_to_GBps(x) for x in busbw_points]
            plot_path = f""busbw-profile-{hostname}-{ranks}.png""
            plot_profile(plot_path, busbw_GBps, ranks)


        else:
            print(f""The average bandwidth of all_reduce over {ranks} ranks ({args.num_warmup_iterations} warmups / {args.num_iterations} trials):\n"")
            print(f""| payload |    busbw   |    algbw   |"")
            print(f""| ------: | ---------: | ---------: |"")
            for size in busbw.keys():
                print(f""| {fmt_bytes(size):>7} | {conv_to_GBps(busbw[size]):6.2f}GBps | {conv_to_GBps(algbw[size]):6.2f}GBps |"")

            busbw_GBps = [conv_to_GBps(x) for x in busbw.values()]
            sizes_fmted = [fmt_bytes(x) for x in busbw.keys()]
            plot_path = f""busbw-mean-{hostname}-{ranks}.png""
            plot_averages(plot_path, sizes_fmted, busbw_GBps, ranks)

        time_delta = time.time() - start_time
        time_str = str(datetime.timedelta(seconds=time_delta)).split(""."")[0]
        print(f""Legend: 1KiB = 2**10 Bytes, 1MiB = 2**20 Bytes, 1GiB = 2**30 Bytes"")
        print(f""        1GBps = 10**9 Bytes per second (networking bw spec convention)"")
        print(f""Elapsed time: {time_str}"")

    algbw = {}
    busbw = {}
    for size in sizes:
        # clear prev-iteration memory for cards w/ ~24GB
        tensor = None
        gc.collect()

        # /4 is for 4 bytes in fp32
        tensor = torch.rand(size//4, 1, dtype=torch.float32).cuda(local_rank)

        # do a few warm up iterations
        for i in range(args.num_warmup_iterations):
            timed_allreduce(tensor, size, start_event, end_event)

        # real benchmark
        algbw_gather = []
        for i in range(args.num_iterations):
            if is_global_rank_0:
                print(f""{fmt_bytes(size):>6}: {i+1}"", end=""\r"")
            algbw_gather += timed_allreduce(tensor, size, start_event, end_event)
        if is_global_rank_0:
            print()


        # the 2*(n-1)/n busbw correction factor specific to all-reduce is explained here:
        # https://github.com/NVIDIA/nccl-tests/blob/master/doc/PERFORMANCE.md#allreduce
        # busbw reflects how optimally the hardware is used
        busbw_coeff = (2*(ranks - 1) / ranks)

        if args.profile_stability:
            algbw_points = [x.item() for x in algbw_gather]
            busbw_points = [x * busbw_coeff for x in algbw_points]
        else:
            algbw[size] = torch.mean(torch.stack(algbw_gather)).item()
            busbw[size] = algbw[size] * busbw_coeff

    finish()",82.0,Yes
https://github.com/stas00/ml-engineering.git,network/benchmarks/all_reduce_bench.py,finish,"def finish():
        dist.destroy_process_group()

        if not is_global_rank_0:
            return

        print(f""\nEnvironment:"")
        print(f""- software: torch={torch.__version__}, cuda={torch.version.cuda}, nccl={torch.cuda.nccl.version()}"")
        print(f""- hardware: {get_device_info()}\n"")

        if args.profile_stability:
            print(f""The {args.payload_size_in_gib}GiB payload bandwidth of all_reduce over {ranks} ranks ({args.num_warmup_iterations} warmups / {args.num_iterations} trials):\n"")
            print(f""|    busbw   |    algbw   |"")
            print(f""| ---------: | ---------: |"")
            for i in range(len(busbw_points)):
                print(f""| {conv_to_GBps(busbw_points[i]):6.2f}GBps | {conv_to_GBps(algbw_points[i]):6.2f}GBps |"")
            busbw_GBps = [conv_to_GBps(x) for x in busbw_points]
            plot_path = f""busbw-profile-{hostname}-{ranks}.png""
            plot_profile(plot_path, busbw_GBps, ranks)


        else:
            print(f""The average bandwidth of all_reduce over {ranks} ranks ({args.num_warmup_iterations} warmups / {args.num_iterations} trials):\n"")
            print(f""| payload |    busbw   |    algbw   |"")
            print(f""| ------: | ---------: | ---------: |"")
            for size in busbw.keys():
                print(f""| {fmt_bytes(size):>7} | {conv_to_GBps(busbw[size]):6.2f}GBps | {conv_to_GBps(algbw[size]):6.2f}GBps |"")

            busbw_GBps = [conv_to_GBps(x) for x in busbw.values()]
            sizes_fmted = [fmt_bytes(x) for x in busbw.keys()]
            plot_path = f""busbw-mean-{hostname}-{ranks}.png""
            plot_averages(plot_path, sizes_fmted, busbw_GBps, ranks)

        time_delta = time.time() - start_time
        time_str = str(datetime.timedelta(seconds=time_delta)).split(""."")[0]
        print(f""Legend: 1KiB = 2**10 Bytes, 1MiB = 2**20 Bytes, 1GiB = 2**30 Bytes"")
        print(f""        1GBps = 10**9 Bytes per second (networking bw spec convention)"")
        print(f""Elapsed time: {time_str}"")",31.0,Yes
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/pin-memory-non-block-bench.py,__init__,"def __init__(self):
        self.tensor = torch.ones(1*2**18)",2.0,No
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/pin-memory-non-block-bench.py,__len__,"def __len__(self):
        return 1000",2.0,No
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/pin-memory-non-block-bench.py,__getitem__,"def __getitem__(self, idx):
        return self.tensor",2.0,No
https://github.com/stas00/ml-engineering.git,build/mdbook/utils/github_md_utils.py,md_expand_links,"def md_expand_links(text, cwd_rel_path, repo_url=""""):
    """"""
    Perform link rewrites as following:
    - return unmodified if the link:
       * is empty (same doc internal anchor)
       * ends in .md (well defined)
       * is remote - i.e. contains protocol :// return unmodified
    - convert relative link shortcuts into full links, e.g. s#chapter/?#chapter/README.md#
    - if the local link is not for .md or images, it's not going to be in the pdf, so resolve it and point
      to its url at the the repo

    """"""
    link_text, link, anchor = md_link_break_up(text)

    #print(link_text, link, anchor)

    # skip:
    # - empty links (i.e. just local anchor to the same doc)
    # - skip explicit .md links
    # - external links like https://...
    if len(link) == 0 or link.endswith("".md"") or re.search(r'^\w+://', link):
        return text

    link = Path(link)
    try_link = link / ""README.md""

    full_path = cwd_rel_path / try_link
    if full_path.exists():
        link = str(try_link)
    else:
        link = str(link)

        if repo_url != """":
            # leave the images local for pdf rendering, but for the rest of the file (scripts,
            # reports, etc.)
            # prepend the repo base url, while removing ./ relative prefix if any
            if not re.search(re_link_images, link):
                link = resolve_rel_link(link, cwd_rel_path)
                link = repo_url + ""/"" + link

    return md_link_build(link_text, link, anchor)",34.0,Yes
https://github.com/stas00/ml-engineering.git,build/mdbook/utils/github_md_utils.py,md_rename_relative_links,"def md_rename_relative_links(text, cwd_rel_path, src, dst):
    """"""
    Perform link rewrites as following:
    - if the link contains protocol :// do nothing
    XXX: complete me when finished

    """"""
    link_text, link, anchor = md_link_break_up(text)

    # skip:
    # - empty links (i.e. just local anchor to the same doc)
    # - external links like https://...
    if len(link) == 0 or re.search(r'^\w+://', link):
        return text

    print(link_text, link, anchor)
    print(cwd_rel_path, src, dst)

    print(""INCOMING "", link)

    full_path = str(cwd_rel_path / link)
    print(""FULL ORIG"", full_path)

    if str(cwd_rel_path) == ""."":
        # top-level
        new_path = re.sub(rf""^{src}"", dst, full_path)
        print(""TOP   NEW"", new_path)
    else:
        # sub-dir - to ensure we rewrite with leading / only
        new_path = re.sub(rf""/{src}"", f""/{dst}"", full_path)
        print(""SUB   NEW"", new_path)

    prefix = rf""^{cwd_rel_path}/"" if str(cwd_rel_path) != ""."" else """"

    # did it not get modified?
    if full_path == new_path:
        # do nothing if there was no rewrite
        return text
    else:
        # if it got modified then undo the prepending of cwd_rel_path
        print(""SHORT NEW"", new_path)
        new_path = re.sub(prefix, """", new_path)


    # strip the prefix second time if it was also part of the rename
    #new_path = re.sub(prefix, """", new_path)

    print(""FINAL   "", new_path)

    link = new_path

    #return text



    return md_link_build(link_text, link, anchor)",40.0,Yes
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/num-workers-bench.py,__init__,"def __init__(self):
        self.tensor = torch.ones(1*2**18)",2.0,No
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/num-workers-bench.py,__len__,"def __len__(self):
        return 1000",2.0,No
https://github.com/stas00/ml-engineering.git,training/performance/benchmarks/dataloader/num-workers-bench.py,__getitem__,"def __getitem__(self, idx):
        # emulate a slow data transform
        time.sleep(0.005)
        return self.tensor",4.0,No
https://github.com/stas00/ml-engineering.git,training/fault-tolerance/fs-watchdog.py,main,"def main():

    check_running_on_jean_zay()
    args = get_args()

    alerts = []
    def analyse_partition_bytes(partition_name, partition_path, hard_limit_bytes, alert_bytes_threshold):
        soft_limit_bytes = hard_limit_bytes * alert_bytes_threshold
        cmd = f""du -bs {partition_path}""
        response = run_cmd(cmd.split(), check=False) # du could report partial errors for wrong perms
        size_bytes = int(response.split()[0])
        if args.debug:
            print(f""{partition_name} bytes: {size_bytes}"")

        if size_bytes > soft_limit_bytes:
            current_usage_percent = 100*size_bytes/hard_limit_bytes
            alerts.append(f""{partition_name} is at {current_usage_percent:.2f}% bytes usage ({size_bytes/2**30:.2f}GB/{hard_limit_bytes/2**30:.2f}GB)"")
            alerts.append("""")

    def analyse_partition_inodes(partition_name, partition_path, hard_limit_inodes, alert_inodes_threshold):
        soft_limit_inodes = hard_limit_inodes * alert_inodes_threshold
        cmd = f""du -s -BK --inodes {partition_path}""
        response = run_cmd(cmd.split(), check=False) # du could report partial errors for wrong perms
        size_inodes = int(response.split()[0])
        if args.debug:
            print(f""{partition_name} Inodes: {size_inodes}"")

        if size_inodes > soft_limit_inodes:
            current_usage_percent = 100*size_inodes/hard_limit_inodes
            alerts.append(f""{partition_name} is at {current_usage_percent:.2f}% inodes usage ({size_inodes/2**10:.2f}K/{hard_limit_inodes/2**10:.2f}K)"")
            alerts.append("""")

    def analyse_partition_idrquota(partition_name, partition_flag, alert_bytes_threshold, alert_inodes_threshold):
        cmd = f""idrquota {partition_flag} -p {SLURM_GROUP_NAME}""
        response = run_cmd(cmd.split())
        match = re.findall(' \(([\d\.]+)%\)', response)
        if match:
            bytes_percent, inodes_percent = [float(x) for x in match]
        else:
            raise ValueError(f""{cmd} failed"")
        if args.debug:
            print(f""{partition_name} bytes: {bytes_percent}%"")
            print(f""{partition_name} inodes: {inodes_percent}%"")

        msg = []
        if bytes_percent/100 > alert_bytes_threshold:
            msg.append(f""{partition_name} is at {bytes_percent:.2f}% bytes usage"")

        if inodes_percent/100 > alert_inodes_threshold:
            msg.append(f""{partition_name} is at {inodes_percent:.2f}% inodes usage"")

        if len(msg) > 0:
            alerts.extend(msg)
            alerts.append(response)
            alerts.append("""")

    def analyse_shared_disk(partition_name, alert_bytes_threshold):
        partition_name_2_disk = {
            ""SCRATCH"": ""gpfsssd"",
            ""WORK"": ""gpfsdswork"",
            ""STORE"": ""gpfsdsstore""
        }
        cmd = ""df""
        response = run_cmd(cmd.split())
        disk_metas = response.split(""\n"")
        column_names = disk_metas[0].split()
        disk_meta = [disk_meta_.split() for disk_meta_ in disk_metas if disk_meta_.startswith(partition_name_2_disk[partition_name])][0]
        disk_meta = {column_name: value for column_name, value in zip(column_names, disk_meta)}

        # default `df` counts uses 1024-byte units, and `1024 == 2 ** 10`
        available_disk_left = int(disk_meta[""Available""]) * 2 ** 10
        if available_disk_left < alert_bytes_threshold:
            alerts.append(f""Shared {partition_name} has {available_disk_left/2**40:.2f}TB left"")
            alerts.append("""")

    # WORK and STORE partitions stats can be accessed much faster through `idrquota`, and it already
    # includes the quota info
    analyse_partition_idrquota(partition_name=""WORK"", partition_flag=""-w"", alert_bytes_threshold=0.85, alert_inodes_threshold=0.85)
    analyse_partition_idrquota(partition_name=""STORE"", partition_flag=""-s"", alert_bytes_threshold=0.85, alert_inodes_threshold=0.85)

    # SCRATCH - check only bytes w/ a hard quota of 400TB - alert on lower threshold than other
    # partitions due to it filling up at a faster rate (dumping huge checkpoints)
    analyse_partition_bytes(partition_name=""SCRATCH"", partition_path=""/gpfsssd/scratch/rech/six/"", hard_limit_bytes=400*2**40, alert_bytes_threshold=0.75)
    # Actually SCRATCH is shared with everyone and we should monitor the output of `df -h | grep gpfsssd`
    # Check that there's still 40TB left
    analyse_shared_disk(""SCRATCH"", 100 * 2 ** 40)

    # WORKSF - check both bytes and inodes w/ hard quotas of 2TB / 3M
    analyse_partition_bytes(partition_name=""WORKSF"", partition_path=""/gpfsssd/worksf/projects/rech/six/"", hard_limit_bytes=2*2**40, alert_bytes_threshold=0.85)
    analyse_partition_inodes(partition_name=""WORKSF"", partition_path=""/gpfsssd/worksf/projects/rech/six/"", hard_limit_inodes=3*10**6, alert_inodes_threshold=0.85)

    if len(alerts) > 0 :
        print(f""[ALERT] JZ filesystem is getting close to being full"")
        msg = ""\n"".join(alerts)
        print(msg)

        if not args.no_email:
            send_email_alert(msg)
    else:
        print(""All partitions are in a good standing"")",84.0,Yes
https://github.com/stas00/ml-engineering.git,training/performance/distributed/torch-dist-mem-usage.py,see_memory_usage,"def see_memory_usage(message, force=False, ranks=[0]):
    """"""
    Arguments:
        message: a pre-amble message to print before the counter dumps - useful for annotating where each measurement has been taken - e.g. ""before foo"" and later ""after foo""
        force: allows you to leave see_memory_usage in the code w/o running the code, force=True to activate
        ranks: by default prints only on rank 0 but sometimes we need to debug other ranks, so pass the list. Example: ranks=[1,3]
    """"""

    if not force:
        return
    rank = dist.get_rank() if dist.is_initialized() else 0
    if not rank in ranks:
        return

    # python doesn't do real-time garbage collection so do it explicitly to get the correct RAM reports
    gc.collect()

    # this would be bad for production, only use during debug
    torch.cuda.empty_cache()

    # collect raw memory usage outside pytorch
    pynvml.nvmlInit()
    rank = dist.get_rank() if dist.is_initialized() else 0
    handle = pynvml.nvmlDeviceGetHandleByIndex(rank)
    memory_info = pynvml.nvmlDeviceGetMemoryInfo(handle)
    pynvml.nvmlShutdown()
    nv_mem = memory_info.used

    vm_stats = psutil.virtual_memory()
    used_GB = round(((vm_stats.total - vm_stats.available) / (1024**3)), 2)

    accelerator_mem_str = "" | "".join([
        f""MA {round(torch.cuda.memory_allocated() / 2**30, 2):0.2f} GB"",
        f""Max_MA {round(torch.cuda.max_memory_allocated() / 2**30, 2):0.2f} GB"",
        f""CA {round(torch.cuda.memory_reserved() / 2**30, 2):0.2f} GB"",
        f""Max_CA {round(torch.cuda.max_memory_reserved() / 2**30, 2):0.2f} GB"",
        f""NV {round(nv_mem / 2**30, 2):0.2f} GB"",
    ])
    cpu_mem_str = f""CPU Virtual Memory:  used = {used_GB} GB, percent = {vm_stats.percent}%""

    # add '[rank] mp' prefix to enable easy grep
    print(f""[{rank}] mp: {message}"")
    print(f""[{rank}] mp: "" + "" | "".join([accelerator_mem_str, cpu_mem_str]))

    # get the peak memory to report correct data, so reset the counter for the next call
    torch.cuda.reset_peak_memory_stats()",38.0,Yes
https://github.com/stas00/ml-engineering.git,network/benchmarks/all_reduce_latency_comp.py,timed_allreduce,"def timed_allreduce(mat, repeat_times, id, start_event, end_event):
    start_event.record()
    for i in range(repeat_times):
        dist.all_reduce(mat)
    end_event.record()

    torch.cuda.synchronize()
    duration = start_event.elapsed_time(end_event) / 1000

    size = M * N * 4 # 4 is fp32
    algbw = (size / duration) * 8 # 8 is bytes to bits
    n = dist.get_world_size()
    # the 2*(n-1)/n busbw correction factor specific to all-reduce is explained here:
    # https://github.com/NVIDIA/nccl-tests/blob/master/doc/PERFORMANCE.md#allreduce
    # busbw reflects how optimally the hardware is used
    busbw = algbw * (2*(n - 1) / n)

    # gather all data on global-rank-0 and print the results from there to avoid interleaved prints
    data = [id, duration, algbw, busbw]
    output = [None for _ in range(dist.get_world_size())] if dist.get_rank() == 0 else None
    dist.gather_object(data, output, dst=0)
    if dist.get_rank() == 0:
        for data in output:
            id, duration, algbw, busbw = data
            print(f""{id}:\n"",
                  f""duration: {duration:.3f} sec\n"",
                  f""algbw: {algbw/1e9:.3f} Gbps\n"",
                  f""busbw: {busbw / 1e9:.3f} Gbps""
    )",26.0,No
https://github.com/stas00/ml-engineering.git,network/benchmarks/all_reduce_latency_comp.py,run,"def run(local_rank):
    hostname = socket.gethostname()
    id = f""{hostname}:{local_rank}""
    global_rank = dist.get_rank()

    chunks = 1000
    mat1 = torch.rand(N, M, dtype=torch.float32).cuda(local_rank)
    mat2 = torch.rand(int(N/chunks), M, dtype=torch.float32).cuda(local_rank)

    start_event = torch.cuda.Event(enable_timing=True)
    end_event = torch.cuda.Event(enable_timing=True)
    for i in range(TRIALS):
        dist.barrier()

        if global_rank == 0:
            print(f""\n\n\n----------- 1x {N*M*4/1e9}GB ----------------"")
        timed_allreduce(mat1, 1, id, start_event, end_event)

        if global_rank == 0:
            print(f""\n\n\n----------- {chunks}x {(N*M*4/chunks)/1e9}GB ----------------"")
        timed_allreduce(mat2, chunks, id, start_event, end_event)",17.0,No
https://github.com/stas00/ml-engineering.git,network/benchmarks/all_reduce_latency_comp.py,init_processes,"def init_processes(local_rank, fn, backend='nccl'):
    torch.cuda.set_device(local_rank)
    dist.init_process_group(backend)
    fn(local_rank)",4.0,No
https://github.com/stas00/ml-engineering.git,debug/tiny-scripts/cm4-synthetic-testing.py,_generate_examples,"def _generate_examples(self, data_path):
        # the split name acts as the designator of how many rows to generate

        size, type = self.config.name.split(""."")

        print(f""Generating {size}-long {type} records split"")

        # for now handling 100, 10k - can add m
        total_examples = int(size.replace(""k"", ""000""))

        def pack_example(path):
            """""" put the directory with texts and images into a single datasets record """"""
            images = []
            for img_file in sorted(path.glob(""images_*"")):
                if str(img_file).endswith("".null""):
                    images.append(None)
                else:
                    images.append(Image.open(img_file))

            texts = []
            for txt_file in sorted(path.glob(""texts_*"")):
                if str(txt_file).endswith("".null""):
                    texts.append(None)
                else:
                    text = """".join([l for l in open(txt_file)])
                    texts.append(text)

            return dict(images=images, texts=texts)

        def dump_example_shapes(idx, row):
            """""" dump the row stats """"""

            imgs = defaultdict(int)
            for img in row[""images""]:
                if img is None:
                    imgs[""0""] += 1
                else:
                    shape = ""x"".join(map(str, img.size))
                    imgs[shape] += 1
            imgs_summary = "", "".join([f""{v} {k}"" for k,v in sorted(imgs.items(), key=lambda x: int(x[0].split(""x"")[0]))])

            txts = defaultdict(int)
            for txt in row[""texts""]:
                if txt is None:
                    txts[0] += 1
                else:
                    shape = len(txt)
                    txts[shape] += 1
            txts_summary = "", "".join([f""{v} {k}"" for k,v in sorted(txts.items(), key=lambda x: int(x[0]))])

            print(f""\nrec{idx}: {len(row['images'])} pairs with {len(row['images'])-imgs['0']} images, {len(row['texts'])-txts[0]} texts"")
            print(f""- img: {imgs_summary}"")
            print(f""- txt: {txts_summary}"")

        print()
        rows = [pack_example(subdir) for subdir in sorted(Path(data_path).glob(""[0-9]*""))]
        num_rows = len(rows)
        if num_rows == 0:
            raise ValueError(f""can't find any data - check {data_path}"")

        print(f""\nStats for {len(rows)} unique records used:"")
        for i, row in enumerate(rows): dump_example_shapes(i, row)

        one_zero_texts = 0
        one_none_texts = 0
        def gen_unique_rec(idx, row):
            nonlocal one_zero_texts, one_none_texts
            """""" insert idx as a string at the end of the first non-None entry, or create a new one if all are
            None. The replacement will overwrite the last few characters of the previous string. This ensures
            that each record will be unique """"""

            texts = row[""texts""]
            num_texts = len(texts)
            uniq_text = str(idx)
            if num_texts == 0:
                # keep one record that has no text entries and no None's (which is still unique)
                if one_zero_texts == 0:
                    one_zero_texts = 1
                else:
                    texts.append(uniq_text)
            else:
                for i in range(num_texts):
                    if texts[i] is not None:
                        texts[i] = texts[i][:-len(uniq_text)] + uniq_text
                        break
                else:
                    # keep one record that has only None's for texts (which is still unique)
                    if one_none_texts == 0:
                        one_none_texts = 1
                    else:
                        texts[i] = uniq_text
            return row

        # this being a synthetic dataset we rotate the 1 or more available rows until we generate enough records.
        # in the case of unique type we tweak one text record to be unique
        for i in range(total_examples):
            idx = i % num_rows
            if type == ""repeat"":
                yield i, rows[idx]
            elif type == ""unique"":
                yield i, gen_unique_rec(i, rows[idx])",86.0,Yes
https://github.com/stas00/ml-engineering.git,debug/tiny-scripts/general-pmd-synthetic-testing.py,_generate_examples,"def _generate_examples(self, data_path):
        # the split name acts as the designator of how many rows to generate

        size, type = self.config.name.split(""."")

        print(f""Generating {size}-long {type} records split"")

        # for now handling 100, 10k - can add m
        total_examples = int(size.replace(""k"", ""000""))

        def pack_example(path):
            """""" put the directory with and image and text cols into a single datasets record """"""

            row = {}

            for file in path.glob(""*""):
                if file.suffix == "".null"":
                    row[file.stem] = None
                elif file.stem == ""image"":
                    row[file.stem] = Image.open(file)
                elif file.stem in ['meta', 'source', 'text']:
                    row[file.stem] = """".join([l for l in open(file)])
                else:
                    pass # ignore any other files

            return row

        def dump_example_shapes(idx, row):
            """""" dump the row stats """"""
            shapes = {}

            img = row[""image""]
            shapes[""image""] = 0 if img is None else ""x"".join(map(str, img.size))

            for col in ['meta', 'source', 'text']:
                item = row[col]
                shapes[col] = 0 if item is None else len(item)

            summary = "", "".join([f""{k}: {v:>9}"" for k,v in shapes.items()])
            print(f""rec{idx:>6}: {summary}"")

        print()
        rows = [pack_example(subdir) for subdir in sorted(Path(data_path).glob(""[0-9]*""))]
        num_rows = len(rows)
        if num_rows == 0:
            raise ValueError(f""can't find any data - check {data_path}"")

        print(f""\nStats for {len(rows)} unique records used:"")
        for i, row in enumerate(rows): dump_example_shapes(i, row)

        one_none_texts = 0
        def gen_unique_rec(idx, row):
            nonlocal one_none_texts
            """""" insert idx as a string at the end of the first non-None entry, or create a new one if all are
            None. The replacement will overwrite the last few characters of the previous string. This ensures
            that each record will be unique """"""

            uniq_text = str(idx)
            if row[""text""] is None:
                # keep one record that has text=None (which is still unique)
                if one_none_texts == 0:
                    one_none_texts = 1
                else:
                    row[""text""] = uniq_text
            else:
                row[""text""] = row[""text""][:-len(uniq_text)] + uniq_text

            return row

        # this being a synthetic dataset we rotate the 1 or more available rows until we generate enough records.
        # in the case of unique type we tweak one text record to be unique
        for i in range(total_examples):
            idx = i % num_rows
            if type == ""repeat"":
                yield i, rows[idx]
            elif type == ""unique"":
                yield i, gen_unique_rec(i, rows[idx])",60.0,Yes
